city,pm25,pm10,population,color_pm10,color_pm25,population_count,data_value
New York,6.625,13.8150392227842,8174962,green,green,1076,8.5
New York,6.625,13.8150392227842,8174962,green,green,1076,5
New York,6.625,13.8150392227842,8174962,green,green,1077,12.6
San Jose,8.75,18.2462782187715,1729674,green,green,1078,7
Fort Wayne,8.36666666666667,17.4469174587111,326960,green,green,1079,13.9
Henderson,7.4,15.4311381507325,257295,green,green,1080,9.6
Mesa,6.7,13.9714358932308,440134,green,green,1081,8.3
Dallas,8.2,17.099369302163,1317929,green,green,1082,22.7
Dallas,8.2,17.099369302163,1317929,green,green,1085,6.1
Greenville,9.6,20.0187738171665,462567,yellow,green,1089,4.7
Charleston,7.3,15.2226092568037,227078,green,green,1089,10.6
New York,6.625,13.8150392227842,8174962,green,green,1090,14.2
Detroit,8.4,17.5164270900207,3639050,green,green,1093,15.7
Fayetteville,8.5,17.7249559839495,328726,green,green,1093,1.7
Hartford,7.25,15.1183448098393,962996,green,green,1095,5.9
Detroit,8.4,17.5164270900207,3639050,green,green,1095,17.7
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1095,19.9
Duluth,5.1,10.6349735903697,279771,green,green,1099,6.5
New York,6.625,13.8150392227842,8174962,green,green,1101,11.7
New York,6.625,13.8150392227842,8174962,green,green,1102,14
Detroit,8.4,17.5164270900207,3639050,green,green,1104,18.7
Fresno,13.05,27.2130206577107,711610,yellow,yellow,1106,12
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1107,23.2
Bloomington,6.7,13.9714358932308,159549,green,green,1108,7
Yuma,8.3,17.3078981960919,195751,green,green,1108,16.4
Mesa,6.7,13.9714358932308,440134,green,green,1110,13.9
Philadelphia,9.46,19.7268333656661,5585211,green,green,1111,16.2
Worcester,5.9,12.3032047418002,517572,green,green,1111,1.4
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1115,10.7
South Bend,9,18.7676004535936,101045,green,green,1115,16.3
Rochester,6.1,12.7202625296579,732692,green,green,1116,12.9
New York,6.625,13.8150392227842,8174962,green,green,1116,10.7
New York,6.625,13.8150392227842,8174962,green,green,1116,5.7
New York,6.625,13.8150392227842,8174962,green,green,1117,8.4
Redwood City,8.3,17.3078981960919,76802,green,green,1119,8.1
New York,6.625,13.8150392227842,8174962,green,green,1120,21.5
Philadelphia,9.46,19.7268333656661,5585211,green,green,1120,6.9
Jacksonville,7.3,15.2226092568037,1171962,green,green,1121,1.6
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1121,26.8
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,1122,12.4
New York,6.625,13.8150392227842,8174962,green,green,1123,9.2
Lexington,8.5,17.7249559839495,18931,green,green,1123,8.8
Atlanta,10.8,22.5211205443123,5142140,yellow,yellow,1125,7.3
North Charleston,7.7,16.0567248325189,97635,green,green,1126,23.1
Auburn,5.9,12.3032047418002,13305,green,green,1128,7.2
Durham,8.65,18.0377493248427,382537,green,green,1128,17
Atlanta,10.8,22.5211205443123,5142140,yellow,yellow,1129,20.6
New York,6.625,13.8150392227842,8174962,green,green,1129,13.5
New York,6.625,13.8150392227842,8174962,green,green,1130,7.4
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1130,21.6
Honolulu,3.1,6.46439571179334,847986,green,green,1132,12
Virginia Beach,6.7,13.9714358932308,1459945,green,green,1134,3.9
Baltimore,8.4,17.5164270900207,2266981,green,green,1136,4.1
New York,6.625,13.8150392227842,8174962,green,green,1136,6
Baltimore,8.4,17.5164270900207,2266981,green,green,1137,18.3
Provo,8.3,17.3078981960919,112493,green,green,1138,4.1
New York,6.625,13.8150392227842,8174962,green,green,1141,9.1
Portsmouth,5.55,11.5733536130494,79499,green,green,1141,13.5
New York,6.625,13.8150392227842,8174962,green,green,1142,12.8
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1143,8.1
Dallas,8.2,17.099369302163,1317929,green,green,1146,18.1
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1146,20.8
Reno,6,12.5117336357291,446831,green,green,1146,9.6
Springfield,7.1,14.805551468946,646013,green,green,1147,8.9
Detroit,8.4,17.5164270900207,3639050,green,green,1147,15.8
Minneapolis,7.35,15.3268737037681,382603,green,green,1148,9.9
Kansas City,7.6,15.8481959385901,1604389,green,green,1150,14.6
Louisville,8.15,16.9951048551986,1031932,green,green,1151,9.7
Oakland,7.83333333333333,16.3347633577574,420005,green,green,1151,18.6
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,1152,13
New York,6.625,13.8150392227842,8174962,green,green,1152,12.2
New York,6.625,13.8150392227842,8174962,green,green,1153,15
Dallas,8.2,17.099369302163,1317929,green,green,1155,21.2
Kansas City,7.6,15.8481959385901,1604389,green,green,1155,19.4
Richmond,8.5,17.7249559839495,1029581,green,green,1155,23.3
Las Vegas,9.1,18.9761293475224,2270187,green,green,1157,12.2
Louisville,8.15,16.9951048551986,1031932,green,green,1157,9.7
St. Louis,8.8375,18.4287410009592,2183942,green,green,1159,9.4
Richmond,8.5,17.7249559839495,1029581,green,green,1159,11.6
Simi Valley,8.65,18.0377493248427,124239,green,green,1160,8.2
Philadelphia,9.46,19.7268333656661,5585211,green,green,1161,11.6
New York,6.625,13.8150392227842,8174962,green,green,1165,13
Denver,8.17222222222222,17.041444609405,693060,green,green,1165,4.4
New York,6.625,13.8150392227842,8174962,green,green,1166,12.6
Tacoma,7.06666666666667,14.7360418376364,198397,green,green,1167,8.6
Concord,5.9,12.3032047418002,650099,green,green,1168,8.3
Albany,8.65,18.0377493248427,613043,green,green,1169,19.8
South Bend,9,18.7676004535936,101045,green,green,1170,13.4
Newark,8.5,17.7249559839495,277149,green,green,1173,9.5
Bellevue,7.9,16.4737826203766,53505,green,green,1173,6.7
Reno,6,12.5117336357291,446831,green,green,1173,6.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,1177,7.7
Omaha,7.3,15.2226092568037,780190,green,green,1178,12.1
Miami,7.85,16.3695181734122,5817221,green,green,1178,8.1
Richmond,8.5,17.7249559839495,1029581,green,green,1179,5.1
Albany,8.65,18.0377493248427,613043,green,green,1179,19.4
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1179,18.5
Phoenix,8.68,18.1003079930214,1447624,green,green,1180,6.9
Boston,6.7,13.9714358932308,4249036,green,green,1181,3.5
Baltimore,8.4,17.5164270900207,2266981,green,green,1183,13
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,1186,9.9
New York,6.625,13.8150392227842,8174962,green,green,1188,7
Washington,7.2,15.0140803628749,4955139,green,green,1189,9.8
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1189,20.7
Detroit,8.4,17.5164270900207,3639050,green,green,1190,20.4
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1190,17.1
New York,6.625,13.8150392227842,8174962,green,green,1191,8.6
Detroit,8.4,17.5164270900207,3639050,green,green,1191,20.5
Fresno,13.05,27.2130206577107,711610,yellow,yellow,1191,11
Kansas City,7.6,15.8481959385901,1604389,green,green,1192,17.9
Detroit,8.4,17.5164270900207,3639050,green,green,1192,11.9
Durham,8.65,18.0377493248427,382537,green,green,1192,11.7
South Bend,9,18.7676004535936,101045,green,green,1194,22.7
Dallas,8.2,17.099369302163,1317929,green,green,1195,4.1
Thousand Oaks,9.6,20.0187738171665,126522,yellow,green,1196,8.2
Omaha,7.3,15.2226092568037,780190,green,green,1196,5.8
New York,6.625,13.8150392227842,8174962,green,green,1197,30.7
Davie,5.9,12.3032047418002,101871,green,green,1197,9.1
Detroit,8.4,17.5164270900207,3639050,green,green,1198,19.9
New York,6.625,13.8150392227842,8174962,green,green,1199,7.7
New York,6.625,13.8150392227842,8174962,green,green,1201,14.9
New York,6.625,13.8150392227842,8174962,green,green,1202,11
Trenton,7.3,15.2226092568037,312928,green,green,1205,15.6
Denver,8.17222222222222,17.041444609405,693060,green,green,1206,7.2
New York,6.625,13.8150392227842,8174962,green,green,1206,8.4
Atlanta,10.8,22.5211205443123,5142140,yellow,yellow,1207,11.5
Kansas City,7.6,15.8481959385901,1604389,green,green,1209,21.2
New York,6.625,13.8150392227842,8174962,green,green,1209,10.3
Detroit,8.4,17.5164270900207,3639050,green,green,1210,19.5
New York,6.625,13.8150392227842,8174962,green,green,1210,10
Raleigh,8.9,18.5590715596648,1139770,green,green,1212,6.3
Phoenix,8.68,18.1003079930214,1447624,green,green,1213,11.1
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1213,21.3
Kansas City,7.6,15.8481959385901,1604389,green,green,1213,6.9
Fort Collins,6.8,14.1799647871596,144344,green,green,1214,7
Auburn,5.9,12.3032047418002,13305,green,green,1215,8.4
Rapid City,6.2,12.9287914235867,134598,green,green,1216,9.1
Detroit,8.4,17.5164270900207,3639050,green,green,1216,26.9
New York,6.625,13.8150392227842,8174962,green,green,1217,10.1
Honolulu,3.1,6.46439571179334,847986,green,green,1218,12.6
Springfield,7.1,14.805551468946,646013,green,green,1219,8.3
Reno,6,12.5117336357291,446831,green,green,1220,11.9
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1221,23.6
Albany,8.65,18.0377493248427,613043,green,green,1224,6
Duluth,5.1,10.6349735903697,279771,green,green,1225,6
Rochester,6.1,12.7202625296579,732692,green,green,1227,16.3
Anaheim,9.4,19.6017160293089,351043,green,green,1227,12.7
Detroit,8.4,17.5164270900207,3639050,green,green,1229,17.8
Henderson,7.4,15.4311381507325,257295,green,green,1230,9.2
New York,6.625,13.8150392227842,8174962,green,green,1232,7.9
Springfield,7.1,14.805551468946,646013,green,green,1234,10.3
New York,6.625,13.8150392227842,8174962,green,green,1234,13.9
New York,6.625,13.8150392227842,8174962,green,green,1236,8
New York,6.625,13.8150392227842,8174962,green,green,1236,14.5
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1237,22.4
Dallas,8.2,17.099369302163,1317929,green,green,1237,19.7
Omaha,7.3,15.2226092568037,780190,green,green,1237,24.1
Anaheim,9.4,19.6017160293089,351043,green,green,1238,9.8
Baltimore,8.4,17.5164270900207,2266981,green,green,1241,19.5
New York,6.625,13.8150392227842,8174962,green,green,1241,13.1
Springfield,7.1,14.805551468946,646013,green,green,1241,21
Detroit,8.4,17.5164270900207,3639050,green,green,1242,20.2
North Charleston,7.7,16.0567248325189,97635,green,green,1244,21
Omaha,7.3,15.2226092568037,780190,green,green,1245,7.7
New York,6.625,13.8150392227842,8174962,green,green,1246,28.2
North Charleston,7.7,16.0567248325189,97635,green,green,1247,8.7
Fort Wayne,8.36666666666667,17.4469174587111,326960,green,green,1247,11.1
New York,6.625,13.8150392227842,8174962,green,green,1250,12.3
Nashville,9.1,18.9761293475224,969587,green,green,1250,14.6
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1253,22
New York,6.625,13.8150392227842,8174962,green,green,1255,15
Charleston,7.3,15.2226092568037,227078,green,green,1256,4.4
Charleston,7.3,15.2226092568037,227078,green,green,1258,22.4
Miami,7.85,16.3695181734122,5817221,green,green,1258,4.1
St. Louis,8.8375,18.4287410009592,2183942,green,green,1258,15.9
Fort Collins,6.8,14.1799647871596,144344,green,green,1260,14.6
Lexington,8.5,17.7249559839495,18931,green,green,1261,18.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,1262,8.5
Philadelphia,9.46,19.7268333656661,5585211,green,green,1262,7.1
Detroit,8.4,17.5164270900207,3639050,green,green,1263,14.7
New York,6.625,13.8150392227842,8174962,green,green,1264,13
New York,6.625,13.8150392227842,8174962,green,green,1264,12.3
Detroit,8.4,17.5164270900207,3639050,green,green,1264,10.4
Philadelphia,9.46,19.7268333656661,5585211,green,green,1265,17.5
Fresno,13.05,27.2130206577107,711610,yellow,yellow,1265,11.8
Richmond,8.5,17.7249559839495,1029581,green,green,1266,23.1
New York,6.625,13.8150392227842,8174962,green,green,1267,12.2
Richmond,8.5,17.7249559839495,1029581,green,green,1267,6
New York,6.625,13.8150392227842,8174962,green,green,1268,14.1
New York,6.625,13.8150392227842,8174962,green,green,1268,12.9
Albuquerque,5,10.4264446964409,826787,green,green,1270,8.9
New York,6.625,13.8150392227842,8174962,green,green,1270,8.5
New York,6.625,13.8150392227842,8174962,green,green,1270,11.1
St. Louis,8.8375,18.4287410009592,2183942,green,green,1271,18.8
Honolulu,3.1,6.46439571179334,847986,green,green,1271,3.5
Gary,9.175,19.132526017969,76424,green,green,1271,26.9
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1274,27.2
Detroit,8.4,17.5164270900207,3639050,green,green,1275,20.6
St. Louis,8.8375,18.4287410009592,2183942,green,green,1276,19.5
Fresno,13.05,27.2130206577107,711610,yellow,yellow,1276,2.4
New York,6.625,13.8150392227842,8174962,green,green,1277,8.8
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,1277,10.6
New York,6.625,13.8150392227842,8174962,green,green,1280,14
Baltimore,8.4,17.5164270900207,2266981,green,green,1281,15.4
Detroit,8.4,17.5164270900207,3639050,green,green,1281,17.2
Cedar Rapids,7.8,16.2652537264478,257940,green,green,1282,9.4
Duluth,5.1,10.6349735903697,279771,green,green,1282,9.6
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1284,17.4
Las Vegas,9.1,18.9761293475224,2270187,green,green,1284,9.5
Atlanta,10.8,22.5211205443123,5142140,yellow,yellow,1285,13.5
Seattle,5.975,12.4596014122468,3248724,green,green,1287,6.2
Salt Lake City,8.71666666666667,18.1767685874619,1095726,green,green,1289,6.1
Lexington,8.5,17.7249559839495,18931,green,green,1290,9.5
Camden,9.7,20.2273027110953,79877,yellow,green,1291,18.2
Kansas City,7.6,15.8481959385901,1604389,green,green,1292,19.8
Newark,8.5,17.7249559839495,277149,green,green,1294,15.9
Knoxville,10.25,21.3742116277038,646670,yellow,yellow,1295,7.8
Washington,7.2,15.0140803628749,4955139,green,green,1296,14.4
Omaha,7.3,15.2226092568037,780190,green,green,1296,6.4
Bridgeport,8.6,17.9334848778783,144236,green,green,1297,13.4
Virginia Beach,6.7,13.9714358932308,1459945,green,green,1298,1.7
Newark,8.5,17.7249559839495,277149,green,green,1300,15.8
Trenton,7.3,15.2226092568037,312928,green,green,1302,16.1
New York,6.625,13.8150392227842,8174962,green,green,1302,10.9
Rochester,6.1,12.7202625296579,732692,green,green,1303,21.1
Clarksville,7.8,16.2652537264478,260625,green,green,1303,7.9
New York,6.625,13.8150392227842,8174962,green,green,1304,13.2
New York,6.625,13.8150392227842,8174962,green,green,1304,12.2
New York,6.625,13.8150392227842,8174962,green,green,1305,13.5
Omaha,7.3,15.2226092568037,780190,green,green,1309,8.3
Richmond,8.5,17.7249559839495,1029581,green,green,1311,15.8
Atlanta,10.8,22.5211205443123,5142140,yellow,yellow,1311,17.4
South Bend,9,18.7676004535936,101045,green,green,1311,7.8
Knoxville,10.25,21.3742116277038,646670,yellow,yellow,1313,5.8
Baltimore,8.4,17.5164270900207,2266981,green,green,1313,12.4
New York,6.625,13.8150392227842,8174962,green,green,1314,9.5
Philadelphia,9.46,19.7268333656661,5585211,green,green,1314,14.5
Ogden,9.2,19.1846582414512,82836,green,green,1317,11.2
Hartford,7.25,15.1183448098393,962996,green,green,1318,16.1
Philadelphia,9.46,19.7268333656661,5585211,green,green,1320,9.2
Detroit,8.4,17.5164270900207,3639050,green,green,1321,20.6
Detroit,8.4,17.5164270900207,3639050,green,green,1322,22
Vallejo,7.95,16.578047067341,115940,green,green,1322,9.4
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1323,16.1
St. Louis,8.8375,18.4287410009592,2183942,green,green,1324,11.5
New York,6.625,13.8150392227842,8174962,green,green,1326,9.9
Portsmouth,5.55,11.5733536130494,79499,green,green,1326,21.2
Rochester,6.1,12.7202625296579,732692,green,green,1327,14.3
Fort Collins,6.8,14.1799647871596,144344,green,green,1328,4.3
Duluth,5.1,10.6349735903697,279771,green,green,1328,6.5
St. Louis,8.8375,18.4287410009592,2183942,green,green,1329,8.7
New York,6.625,13.8150392227842,8174962,green,green,1330,12.3
Durham,8.65,18.0377493248427,382537,green,green,1331,15.1
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1331,16.2
Atlanta,10.8,22.5211205443123,5142140,yellow,yellow,1331,18.1
Springfield,7.1,14.805551468946,646013,green,green,1333,12.1
Kansas City,7.6,15.8481959385901,1604389,green,green,1335,10.3
Kansas City,7.6,15.8481959385901,1604389,green,green,1336,20.5
Anaheim,9.4,19.6017160293089,351043,green,green,1337,11.5
New York,6.625,13.8150392227842,8174962,green,green,1338,11.8
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1341,21.9
St. Louis,8.8375,18.4287410009592,2183942,green,green,1342,19.2
Tempe,7.35,15.3268737037681,161780,green,green,1342,1.7
Detroit,8.4,17.5164270900207,3639050,green,green,1343,23.7
Detroit,8.4,17.5164270900207,3639050,green,green,1344,13.9
New York,6.625,13.8150392227842,8174962,green,green,1344,13.2
Virginia Beach,6.7,13.9714358932308,1459945,green,green,1344,9.7
Atlanta,10.8,22.5211205443123,5142140,yellow,yellow,1346,12.2
Kansas City,7.6,15.8481959385901,1604389,green,green,1346,22.8
Charleston,7.3,15.2226092568037,227078,green,green,1347,10.9
Minneapolis,7.35,15.3268737037681,382603,green,green,1347,15.5
Fort Wayne,8.36666666666667,17.4469174587111,326960,green,green,1348,10.8
New York,6.625,13.8150392227842,8174962,green,green,1349,10.3
Omaha,7.3,15.2226092568037,780190,green,green,1351,5.6
New York,6.625,13.8150392227842,8174962,green,green,1351,9
Kansas City,7.6,15.8481959385901,1604389,green,green,1351,20.1
New York,6.625,13.8150392227842,8174962,green,green,1351,9.8
New York,6.625,13.8150392227842,8174962,green,green,1351,10.7
Phoenix,8.68,18.1003079930214,1447624,green,green,1353,14.7
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1354,15.8
New York,6.625,13.8150392227842,8174962,green,green,1355,11.2
Jersey City,8.75,18.2462782187715,264152,green,green,1357,13.6
New York,6.625,13.8150392227842,8174962,green,green,1358,8.5
Fresno,13.05,27.2130206577107,711610,yellow,yellow,1359,4.7
New York,6.625,13.8150392227842,8174962,green,green,1360,9.9
Jersey City,8.75,18.2462782187715,264152,green,green,1360,13.6
Charleston,7.3,15.2226092568037,227078,green,green,1361,20
Davenport,8.1,16.8908404082342,102612,green,green,1362,11.2
Charleston,7.3,15.2226092568037,227078,green,green,1363,11
Louisville,8.15,16.9951048551986,1031932,green,green,1363,19.7
New York,6.625,13.8150392227842,8174962,green,green,1363,9.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,1363,8.8
Bloomington,6.7,13.9714358932308,159549,green,green,1364,8.5
Richmond,8.5,17.7249559839495,1029581,green,green,1364,5.9
Portsmouth,5.55,11.5733536130494,79499,green,green,1366,24.6
New York,6.625,13.8150392227842,8174962,green,green,1367,14.6
New York,6.625,13.8150392227842,8174962,green,green,1368,13.5
Kansas City,7.6,15.8481959385901,1604389,green,green,1368,14.9
Mesa,6.7,13.9714358932308,440134,green,green,1368,8.3
Cleveland,9.7,20.2273027110953,1772872,yellow,green,1369,23.5
El Paso,9.6,20.0187738171665,876991,yellow,green,1369,30.3
New York,6.625,13.8150392227842,8174962,green,green,1371,7.6
Charleston,7.3,15.2226092568037,227078,green,green,1371,13.9
Anaheim,9.4,19.6017160293089,351043,green,green,1372,9.5
